"['Time' 'Station' 'Temperature' 'Relative Humidity' 'Dew Point'
 'Feels Like' 'Pressure' 'Wind Speed' 'Condition' 'Visibility'
 'Wind Direction' 'Precipitation rate' 'Precipitation Accumulation']"
2018-12-28 14:52:00,Atlanta,63,81,57,63,28.93,6,Cloudy,10,W,0,
2018-12-28 15:31:00,Atlanta,62,86,58,62,28.93,3,Cloudy,10,W,0,
2018-12-28 15:52:00,Atlanta,62,86,58,62,28.94,3,Cloudy,10,W,0,
